"claim_text","immigration","healthcare","crime","economy","education","legal_political","elections","foreign_policy","verdict","speaker"
"Under last years health care reform, a bunch of bureaucrats decide whether you get care, such as continuing on dialysis or cancer chemotherapy.",0,1,0,0,0,0,0,0,"False","phil-gingrey"
"The Obama administration spent $205,075 in stimulus funds to relocate a shrub that sells for $16.",0,0,0,1,0,0,0,0,"Mostly False","ted-cruz"
"Thanks to the Obama administrations negotiations, Irans nuclear program will be under lock, key and camera 24 hours a day, 365 days a year.",0,0,0,0,0,0,0,1,"Mixed","don-beyer"
"This race will be the Democrats top target this November.",0,0,0,0,0,0,1,0,"False","debra-lehrmann"
"Georgia Public Service Commission member Stan Wise has received about 95 percent of his campaign money from the utilities he is supposed to be regulating.",0,0,0,0,0,0,1,0,"Mixed","pam-davidson"
"Says he and Mitt Romney agreed on tying minimum wage increases to inflation.",0,0,0,1,0,0,0,0,"Mostly True","barack-obama"
"As a result of Obamacare, California seniors face benefit cuts of over $1,700.",0,1,0,1,0,0,0,0,"False","american-crossroads"
"For the first time since the Korean War, total federal spending has gone down for two years in a row.",0,0,0,1,0,0,0,0,"True","dennis-ross"
"Says Rick Perry turned down our invitation to meet President Barack Obama in El Paso.",1,0,0,0,0,0,0,0,"Mostly True","jay-carney"
"In 2012, the state put together a list of over 100,000 people that they thought were ineligible to vote. Came out there were less than 10.",0,0,0,0,0,0,1,0,"Mostly False","charlie-crist"
"The Republican Party lost 1.1 million registered voters since 2008. The Democratic Party lost 1.2 million registered voters (while) voter registration in the Libertarian Party rose 8 percent.",0,0,0,0,0,0,1,0,"Mixed","libertarian-party-texas"
"The proudest accomplishment (of my tenure) was leaving the state with a $1.2 billion surplus, which was the largest wed ever had, and getting spending under control and a balanced budget.",0,0,0,1,0,0,0,0,"Mostly True","christine-whitman"
"Recently though, the media has reported on thousands of illegal voters here in the commonwealth.",0,0,0,0,0,0,1,0,"False","john-rafferty"
"Mike Trainor...still owes $250,000 to the state.",0,0,0,1,0,1,0,0,"Mostly True","vincent-buddy-cianci"
"The Supreme Courts views are radically out of step with public opinion regarding its decision to legalize same-sex marriage nationwide.",0,0,0,0,0,1,1,0,"Mostly False","ted-cruz"
"When it comes to the state deficit, Wisconsin is proportionally in as much trouble as the State of California.",0,0,0,1,0,0,0,0,"Mixed","alberta-darling"
"Eighty percent of the net new jobs created in the state of Texas since 2009 went to the foreign-born.",0,0,0,1,0,0,0,0,"Mixed","david-frum"
"Mayor Fung wants to punish our childrens education by removing 12 million dollars from current funding to pay for his private charter school. Your taxes would increase by between 6 and 8 percent per year.",0,0,0,1,1,0,0,0,"False","richard-tomlins"
"Under the ruling of the Supreme Court, any lobbyist could go into any legislator and say, if you don't vote our way on this bill, we're going to run a million-dollar campaign against you in your district.",0,0,0,0,0,0,1,0,"Mixed","david-axelrod"
"There are a larger number of shark attacks in Florida than there are cases of voter fraud.",0,0,0,0,0,0,1,0,"Mostly True","aclu-florida"
"Democrats have now become the party of the [Atlanta] metro area and of blacks.",0,0,0,0,0,0,1,0,"Mostly True","alan-powell"
"Says an alternative to Social Security that operates in Galveston County, Texas, has meant that participants will retire with a whole lot more money than under Social Security.",0,0,0,1,0,0,0,0,"Mixed","herman-cain"
"On lifting the U.S. Cuban embargo and allowing travel to Cuba.",0,0,0,0,0,0,0,1,"False","jeff-greene"
"The Department of Veterans Affairs has a manual out there telling our veterans stuff like, 'Are you really of value to your community?' You know, encouraging them to commit suicide.",0,1,0,0,0,0,0,0,"False","michael-steele"
"We have less Americans working now than in the 70s.",0,0,0,1,0,0,0,0,"Mostly False","vicky-hartzler"
"Says Having organizations parading as being social welfare organizations and then being involved in the political combat harkens back to why the statute a hundred years ago said that they were prohibited.",0,0,0,1,0,0,1,0,"False","earl-blumenauer"
"Says nearly half of Oregons children are poor.",0,0,0,1,0,0,0,0,"Mixed","jim-francesconi"
"On attacks by Republicans that various programs in the economic stimulus plan are not stimulative, ""If you add all that stuff up, it accounts for less than 1 percent of the overall package.""",0,0,0,1,0,0,0,0,"Mixed","barack-obama"
"Says when armed civilians stop mass shootings with guns, an average of 2.5 people die; otherwise, an average of 18 people die.",0,0,1,0,0,0,0,0,"False","jim-rubens"
"Says Tennessee is providing millions of dollars to virtual school company for results at the bottom of the bottom.",0,0,0,1,1,0,0,0,"True","andy-berke"
"The health care reform plan would set limits similar to the socialized system in Britain, where people are allowed to die if their treatment would cost more than $22,000.",0,1,0,0,0,0,0,0,"False","club-growth"
"Bill White has a long history of trying to limit or even disenfranchise military voters.",0,0,0,0,0,0,0,1,"Mixed","republican-party-texas"
"John McCains chief economic adviser during the 08 race estimated that Trumps promises would cause America to lose 3.5 million jobs.",0,0,0,1,0,0,0,0,"Mixed","tim-kaine"
"Says 21,000 Wisconsin residents got jobs in 2011, but 18,000 of them were in other states.",0,0,0,1,0,0,0,0,"False","kathleen-vinehout"
"State revenue projections have missed the mark month after month.",0,0,0,1,0,0,0,0,"Mixed","steve-henson"
"The median income of a middle class family went down $2,100 from 2001 to 2007.",0,0,0,1,0,0,0,0,"True","joe-biden"
"Rick Perry has advocated abandoning Social Security, scuttling Medicaid and ending the federal income tax.",0,1,0,1,0,0,0,0,"Mixed","margaret-carlson"
"Two thirds to three quarters of people without [health] insurance in Rhode Island work.",0,1,0,1,0,0,0,0,"Mixed","elizabeth-roberts"
"Mark Sharpe has lowered property taxes by 17 percent.",0,0,0,1,0,0,0,0,"Mostly False","mark-sharpe"
"Says Iowa Gov. Terry Branstad chartered a plane to remove 124 young illegal immigrants from his state and take them back to Honduras.",1,0,0,0,0,0,0,0,"False","chain-email"
"If you dont buy cigarettes at your local supermarket, your grocery bill wont go up a dime. The same is true of the sugary drink tax. If passed, you can avoid paying the tax by not buying sugary drinks.",0,0,0,1,0,0,0,0,"Mixed","philadelphia-daily-news"
"Says President Barack Obama has said that everybody should hate the police.",1,0,1,0,0,0,0,0,"False","rudy-giuliani"
"Bank of America could create 878,300 jobs with benefits if they spent their 2010 bonuses on job creation.",0,0,0,1,0,0,0,0,"False","facebook-posts"
"Thom Tillis cut almost $500 million from education.",0,0,0,1,1,0,0,0,"Mixed","emilys-list"
"If people work and make more money, they lose more in benefits than they would earn in salary.",0,0,0,1,0,0,0,0,"Mostly False","marco-rubio"
"A flight from Atlanta to Houston was canceled due to a terrorist dry run.",0,0,1,0,0,0,0,1,"False","facebook-posts"
"Administrative employees at colleges and universitieshave more than doubled over the last 25 years, outpacing the growth of students by more than 2 to 1.",0,0,0,0,1,0,0,0,"Mostly True","marco-rubio"
"Private prison systems are calculating how many new beds (they will need) based on the ... number of third graders.",0,0,1,0,1,0,0,0,"False","kathleen-ford"
"We have more kids take the SAT than any other state in the nation. I mean a high percentage of our kids take the SAT.",0,0,0,0,1,0,0,0,"Mostly False","rick-perry"
"Walker says hes for lower taxes. But Milwaukee County spending has gone up by $349 million.",0,0,0,1,0,0,0,0,"Mostly False","tom-barrett"
"Says he did not say Republicans would filibuster immigration reform.",1,0,0,0,0,0,0,0,"False","jon-kyl"
"Worldwide credit card transactions, the credit card fraud rate is 0.04 percent, compared to almost 8 percent, 9 percent, 10 percent of Medicare fraud.",0,1,1,0,0,0,0,0,"Mostly True","peter-roskam"
"In the month of January, Canada created more new jobs than we did.",0,0,0,1,0,0,0,0,"True","mitt-romney"
"Under his leadership, more people in Wisconsin have access to health care.",0,1,0,1,0,0,0,0,"Mixed","scott-walker"
"Charlie Crist attacks me for positions he held, like, six months ago, (when) he was running in the Republican primary.",1,1,0,1,0,0,0,0,"Mostly False","marco-rubio"
"Says Donald Trumps only economic agenda is imposing massive taxes on the American people with a 40 percent tax hike of a giant tariff.",0,0,0,1,0,0,0,0,"Mixed","ted-cruz"
"The loan guarantee program that helped Solyndra was a program that was supported by President Bush.",0,0,0,1,0,0,0,0,"Mostly True","david-plouffe"
"Says President Obama just granted all of Congress an exception to Obamacare.",0,1,0,0,0,0,0,0,"False","ted-cruz"
"Bill McCollumhas ""recovered $200 million in Medicaid fraud.""",0,0,0,0,0,0,1,0,"True","jeb-bush"
"Despite the U.S. spending $10 billion on Iraqs electrical system, Baghdad still only gets five hours of electricity a day.",0,0,0,0,0,0,0,1,"Mostly False","george-packer"
"Tim Kaine urged$500 billion in Medicare cuts.",0,1,0,0,0,0,0,0,"False","american-crossroads"
"Over 3 million Americans are employed in the growing green-collar workforce, which is more than the number of people working in the fossil fuel industry.",0,0,0,1,0,0,0,0,"True","tammy-baldwin"
"Because of the steps we took, there are about 2 million Americans working right now who would otherwise be unemployed.",0,0,0,1,0,0,0,0,"Mixed","barack-obama"
"Says that In 2009, I saved ratepayers around $500 million by persuading the Council to pursue a less expensive compliance mechanism if the City is required to treat Bull Run drinking water.",0,1,0,1,0,0,0,0,"Mostly True","amanda-fritz"
"The military has spent $500 million enforcing the Dont Ask, Dont Tell policy regarding gays and lesbians in the military.",0,0,0,0,0,0,0,1,"Mostly True","joe-morrissey"
"Were. . . keeping and creating jobs in our state. From American Greetings, to Wendys, to Diebold, weve gone to their doorsteps to keep jobs right here in Ohio.",0,0,0,1,0,0,0,0,"True","john-kasich"
"Obama for President and Baldwin for Senate have kept their campaign offices up and running in Fox Valley, Eau Claire and La Crosse with their staffs preparing for the next battle.",0,0,0,0,0,0,1,0,"False","scott-walker"
"From 2003 to 2006, Sesame Street made more than $211 million from toy and consumer product sales.",0,0,0,1,0,0,0,0,"True","jim-demint"
"(John) Kasich was the architect who balanced the budget, cut spending, created a surplus, igniting record job creation.",0,0,0,1,0,0,0,0,"Mixed","john-kasich"
"The federal government is going after school districts, trying to force them to let boys shower with little girls.",0,0,0,0,1,0,0,0,"False","ted-cruz"
"Says that President Obama said in 2008 that his proposed greenhouse gas regulations will bankrupt anyone who wants to build a new coal-fired power plant.",0,0,0,1,0,0,0,0,"Mostly True","ohio-coal-association"
"There has been $5 trillion in debt added over the last four years.",0,0,0,1,0,0,0,0,"Mostly True","chris-christie"
"Says that under Gov. Rick Perry, Texas Department of Public Safety troopers have had standing orders not to inquire into the immigration status of people unless theyre under arrest.",1,0,0,0,0,0,0,0,"Mixed","bill-white"
"(Dennis) Richardson wants to make drastic cuts to services we depend on: schools, home care for seniors, even public safety -- all so Richardson can keep more than $440 million in unspent funds for his political priorities.",0,0,0,1,0,0,0,0,"False","our-oregon"
"The cost of the food stamp program is at an all-time high.",0,0,0,1,0,0,0,0,"Mostly True","facebook-posts"
"Says opponent Mary Burke says she supports Obamacare unequivocally and wants to expand it.",0,1,0,1,0,0,0,0,"Mixed","scott-walker"
"Says Essex County residents suffer the second highest property taxes in the nation.",0,0,0,1,0,0,0,0,"Mixed","joseph-chiusolo"
"Originally, Democrats promised that if you liked your health care plan, you could keep it. One year later we know that you need a waiver to keep your plan.",0,1,0,0,0,0,0,0,"Mostly False","morgan-griffith"
"Says Carlos Lopez-Cantera even voiced enthusiastic support for bringing an Arizona-style immigration law to Florida, calling the measure common sense.",1,0,0,0,0,0,0,0,"Mostly False","allison-tant"
"Says that when Democrats controlled Congress and the White House, federal spending as a share of the Gross Domestic Product leapt from 18.2 percent in 2001 to 25.2 percent in 2009 -- the largest such increase in any eight-year period since World War II.",0,0,0,1,0,0,0,0,"Mostly False","john-cornyn"
"The CBOs latest report confirms what Republicans have been saying for years now. Under Obamacare, millions of hardworking Americans will lose their jobs.",0,1,0,1,0,0,0,0,"Mostly False","eric-cantor"
"The U.S. Supreme Court is five guys who start determining what contraceptions are legal.",0,1,0,0,0,0,0,0,"False","nancy-pelosi"
"Says Wisconsin Gov. Scott Walker slashed pensions and benefits for public employees.",0,1,0,1,0,0,0,0,"Mixed","mike-tate"
"Says Mitt Romney once supported President Obamas health care plan but now opposes it.",0,1,0,0,0,0,0,0,"Mostly False","democratic-national-committee"
"The USAFreedom Act undercuts privacy becausethe phone records will be in the hands of the phone companies with hundreds of people available to look at the records, versus 20 or 30 people in the government.",0,0,0,0,0,0,0,1,"False","lindsey-graham"
"The people who were running the budget, in the Corzine years, decided to steal from the unemployment trust fund. As did other Governors before. We simply dont do that, havent done it, and wont permit it.",0,0,0,1,0,0,0,0,"Mostly False","chris-christie"
"You can import as many hemp products into this country as you want...but we cant grow it.",0,1,1,0,0,1,0,0,"True","william-devereaux"
"Says Gina Raimondos venture capital firm secured a secret no-bid contract funded by taxpayers.",0,0,0,0,0,1,1,0,"Mostly False","angel-taveras"
"We spend more money on antacids than we do on politics.",0,0,0,1,0,0,1,0,"False","john-boehner"
"Mitt Romney has proposed cutting his own taxes while raising them on 18 million working families.",0,0,0,1,0,0,0,0,"Mostly True","barack-obama"
"Social Security is a Ponzi scheme.",0,0,0,1,0,0,0,0,"False","rick-perry"
"Says Pennsylvania charges a top income tax rate of 3 percent and Delaware has no state income tax at all.",0,0,0,1,0,0,0,0,"Mixed","joe-pennacchio"
"Jeff Greene can buy anything ... he owns two mansions.",0,0,0,0,0,0,1,0,"True","kendrick-meek"
"Obama says his health care plan is ""universal.""",0,1,0,0,0,0,0,0,"Mostly False","barack-obama"
"Brendan Doherty wants to repeal Obamacare, increasing drug prices for seniors.",0,1,1,1,0,0,1,0,"Mostly False","david-cicilline"
"Abortion coverage is a standard insurance benefit in nearly 90 percent of private plans sold in the U.S.",0,1,0,0,0,0,0,0,"Mostly False","naral-pro-choice-america"
"Since we last debated in Las Vegas, nearly 3,000 people have been killed by guns.",0,0,1,0,0,0,0,0,"Mixed","hillary-clinton"
"Toledo is fourth in the nation behind much bigger cities Miami, Las Vegas, Portland in number of human trafficking arrests and rescues.",0,0,1,0,0,0,0,0,"Mostly False","teresa-fedor"
"94 percent of winning candidates in 2010 had more money than their opponents.",0,0,0,1,0,0,1,0,"Mostly True","occupy-wall-street"
"President Obama went around the world and apologized for America.",0,0,0,0,0,0,0,1,"False","mitt-romney"
"Says the federal agency in charge of Medicare and Medicaid will disburse $803 billion in benefits this year, making it larger than all but 15 of the worlds economies.",0,1,0,1,0,0,0,0,"Mixed","michael-mccaul"
"Marco Rubio ""supported $800,000 for AstroTurf for a field where he played flag football.""",0,0,0,1,0,0,0,0,"Mixed","charlie-crist"
"The Republican leadership in the House has refused to address the issues that matter the most to Rhode Island, such as passing a jobs bill.",0,0,0,1,0,0,0,0,"False","jonathan-boucher"
"The dollar has fallen over 44% since Bernanke began pumping money into the system beginning back in 2002.",0,0,0,1,0,0,0,0,"Mixed","virginia-tea-party-patriots"
"Congress will begin its recess without having allocated one penny to fight Zika.",0,1,0,0,0,0,0,0,"Mostly True","hillary-clinton"
"I am the only candidate on either side who has laid out a specific plan about what I would do to defeat ISIS.",0,0,0,0,0,0,0,1,"False","hillary-clinton"
"The new health care law will cut $500 billion from Medicare. That will hurt the quality of our care.",0,1,0,0,0,0,0,0,"Mostly False","60-plus-association"
"President Obama once said he wants everybody in America to go to college.",0,0,0,0,1,0,0,0,"False","rick-santorum"
"Before this law, any group could go out anywhere, register voters, sit on the voter registration forms for unlimited amount of time.",0,0,0,0,0,0,1,0,"Mostly False","lenny-curry"
"The results of Atlanta Public Schools 2010 and 2011 CRCT tests have not been questioned.",0,0,0,0,1,0,0,0,"False","beverly-hall"
"Ed Gillespie would not mention (Donald Trumps) name unless he was condemning him.",0,0,0,0,0,0,1,0,"False","corey-stewart"
"The delay inschool testingwas not that of a vendor, the problem was not that of the test materials itself,it was the product of a cyber attack.",0,0,0,0,1,0,0,0,"Mostly False","h-marlene-otoole"
"Democrats already agreed to a deal that Republicans wanted, that Eric Cantor said would be a win.",0,0,0,1,0,0,0,0,"Mostly True","bill-burton"
"One of the main functions of the Department of Homeland Securitys SAVE database is checking voter registration citizenship status.",0,0,0,0,0,0,1,0,"False","ken-detzner"
"Eight of the nine justices in the Supreme Court decision (on campaign finance) said that not only is it constitutional for Congress to require disclosure of the special interest money, but they recommend we do it.",0,0,0,0,0,1,1,0,"Mostly True","charles-schumer"
"The reality is, we are holding some of the most dangerous terrorists in the world right now in our federal prisons, including the mastermind of the 1993 World Trade Center bombing, the 'shoe bomber,' the 'Unabomber,' and many others.",0,0,0,0,0,0,0,1,"True","richard-durbin"
"Says George Washington said a free people should be armed to guard against government tyranny.",0,0,1,0,0,0,0,0,"False","louie-gohmert"
"Under the new and little known 'global justice' initiative, the Obama administration has ordered FBI agents to ""read Miranda Rights to high-value terrorist detainees captured on the battlefield.""",0,0,0,0,0,1,0,1,"Mixed","republican-national-committee-republican"
"Wholly domestic communication between you and your wife can go to New York to London and back and get caught up in the (NSA) database.",0,0,0,0,0,0,0,1,"Mostly True","edward-snowden"
"When I was governor, not only did test scores improve we also narrowed the achievement gap.",0,0,0,0,1,0,0,0,"Mixed","mitt-romney"
"Georgia is nearly 50 percent Democratic and (the Republican majority) diminished our voting strength to 32 percent through gerrymandered maps.",0,0,0,0,0,0,1,0,"Mixed","nikema-williams"
"Says a Republican hasnt won [an election] for a presidency in New Jersey since 1988.",0,0,0,0,0,0,1,0,"True","chris-christie"
"40 percent of illegal immigrants had a visa and then became illegal, mostly because they changed jobs.",1,0,0,1,0,0,0,0,"Mixed","rand-paul"
"Says Mary Landrieu voted to fund benefits for illegal immigrants ahead of veterans.",1,0,0,1,0,0,0,0,"False","bill-cassidy"
"This unit is the only one in the state that strives to implement the principles of Mother-Friendly care as outlined by the national Coalition for Improving Maternity Services Mother-Friendly Childbirth Initiative.",0,1,0,0,0,0,0,0,"False","coalition-save-memorial-hospital-birthing-center-p"
"I am going to be on the ballot in all 50 states. There is no other third-party candidate thats going to come close to achieving that.",0,0,0,0,0,0,1,0,"Mostly True","gary-johnson"
"After World War II, we tried, convicted, and, in some cases, executed Japanese soldiers for war crimes that included charges of waterboarding.",0,0,0,0,0,0,0,1,"True","bobby-scott"
"Says Gov. Scott Walker approved a gutting of two tax credits that help the poor and elderly.",0,0,0,1,0,0,0,0,"False","gwen-moore"
"Ken Bucks (District Attorneys) office? His spending skyrocketed by 40 percent.",0,0,1,0,0,0,0,0,"Mostly True","jane-norton"
"The photonics bill that was sponsored in Congress and written, was written by Congressman Tom Reed, not Congresswoman Louise Slaughter.",0,0,0,1,0,0,0,0,"False","mark-assini"
"McCain ""said he was 'stumped' when asked whether contraceptives help stop the spread of HIV.""",0,1,0,0,0,0,0,0,"True","planned-parenthood"
"Says most Texas schools spend 45 out of 180 school days in mandated testing.",0,0,0,1,1,0,0,0,"False","ted-lyon"
"Tell me what Madeleine Albrights position was on the War on Iraq. I wouldnt be surprised if she supported it.",0,0,0,0,0,0,0,1,"Mostly False","bernie-s"
"On the propriety of budget reconciliation.",0,1,0,1,0,0,0,0,"Mixed","judd-gregg"
"We were the last flag flying in Benghazi.",0,0,0,0,0,0,0,1,"False","trey-gowdy"
"Says legislation pending in the House would effectively limit or eliminate time-and-a-half for people who work overtime.",0,0,0,1,0,0,0,0,"Mostly True","armond-budish"
"The American people will not support doing anything about people that are in this country illegally until the law is enforced first.",1,0,0,0,0,0,0,0,"Mostly False","marco-rubio"
"The cost for renovating the headquarters of the U.N. has doubled from the original estimate.",0,0,0,1,0,0,0,0,"True","cliff-stearns"
"Mitt Romney is proposing a tax plan that would give millionaires another tax break and raises taxes on middle class families by up to $2,000 a year.",0,0,0,1,0,0,0,0,"Mostly True","barack-obama"
"There have been three people tried and convicted by the last administration in military courts. Two are walking the street right now.",0,0,1,0,0,1,0,1,"True","joe-biden"
"Medicare insurance premiums will be rising to $120.20 per month in 2013 and $247.00 per month in 2014.",0,1,0,1,0,0,0,0,"False","chain-email"
"The NCAA will get billions from the mens basketball tournament. Players get a trophy.",0,0,0,0,1,0,0,0,"Mixed","arian-foster"
"The budget currently being debated significantly decreases the use of one-time resources.",0,0,0,1,0,0,0,0,"True","ron-amstutz"
"Damage by protesters to the Wisconsin state Capitol will cost $7.5 million to repair.",0,0,0,1,0,0,0,0,"False","mike-huebsch"
"Americans work way more than an average of industrialized countries around the world.",0,0,0,1,0,0,0,0,"Mostly True","keith-ellison"
"Says Ted Strickland in this campaign bragged about his A-plus rating with the NRA. ... He has said he has a mixed and spotty record on this issue and that he can be criticized for it. Those are his words, not mine. So I dont know where he is on this issue.",0,0,1,0,0,0,0,0,"True","rob-portman"
"Says new Medicare billing guidelines have nine codes for (injuries by) turkeys.",0,1,0,0,0,0,0,0,"True","ted-poe"
"Says Virginia Del. Mark Cole wants schools to check childrens genitals before using bathroom.",0,0,0,0,1,0,0,0,"False","occupy-democrats"
"A monthly police and fire protection fee on all Wisconsin phone bills does nothing to support police and fire.",1,0,1,1,0,0,0,0,"False","andre-jacque"
"Illegal immigration wasnt a subject that was on anybodys mind until I brought it up at my announcement.",1,0,0,0,0,0,0,0,"False","donald-trump"
"One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth.",0,0,0,0,0,0,0,1,"True","john-mccain"
"I never had a filibuster-proof Senate.",0,1,0,0,0,1,0,0,"True","bill-clinton"
"Pregnant women who stand for five to six hours at a time increase their risk of pre-term pregnancy by 80 percent.",0,1,0,0,0,0,0,0,"Mostly False","michael-solomon"
"Says 100,000 are on waiting list to attend Texas charter schools.",0,0,0,0,1,0,0,0,"Mostly True","dan-patrick"
"The new Ukrainian government introduced a law abolishing the use of languages other than Ukrainian in official circumstances.",0,0,0,0,0,0,0,1,"Mixed","russia-today"
"Chemical weapons have been used probably 20 times since the Persian Gulf War.",0,0,0,0,0,0,0,1,"Mostly False","ted-yoho"
"The Senate immigration bill has immediate legalization ... and the border security is sometime in the future, and just like in 1986, its designed never to come into being.",1,0,1,0,0,0,0,0,"Mostly False","ted-cruz"
"Nearly half of African-American children under the age of 6 are living in abject poverty.",0,0,0,1,0,0,0,0,"Mixed","donald-trump"
"Eric Holder is supportive of the NAACPs efforts to get the United Nations involved in our elections.",0,0,0,0,0,0,1,1,"False","true-vote"
"In Wisconsin, teachers make $89,000 in salary and benefits, compared to $48,000 for all other workers in the United States.",0,0,0,0,1,0,0,0,"Mostly False","eric-bolling"
"During the last five years, Iran has perpetrated terror attacks in 25 different countries on five continents.",0,0,0,0,0,0,0,1,"Mixed","donald-trump"
"President Obama has left the U.S. with the lowest number of active-duty troops since before World War II, putting the nation at risk.",0,0,0,0,0,0,0,1,"Mixed","jack-kingston"
"Say Michelle Obama mandates weighing children in day care.",0,1,1,0,0,0,0,0,"False","blog-posting"
"On high-speed rail.",0,0,0,1,0,0,0,0,"False","tom-petri"
"Every student paying out-of-state tuition actually covers more than the cost of instruction.",1,0,0,0,0,0,0,0,"True","james-jolly"
"The Georgia Department of Education has implemented a new policy beginning in August that states that public schools will no longer accept credits from home school entities or non-traditional education centers.",0,0,0,0,1,0,0,0,"Mixed","nancy-gordeuk"
"Democratic Sens. Ed Markey, Al Franken and Jeanne Shaheen took Bribes From Iran They Back Insane NUKE Deal.",0,0,0,0,0,0,0,1,"False","blog-posting"
"President Barack Obamas latest executive order mandates the apprehension and detention of Americans who merely show signs of respiratory illness.",0,1,0,0,0,0,0,0,"False","blog-posting"
"The Milwaukee County sheriffs department plays only a limited role as a traditional law enforcement agency and in 2009 reported far fewer crimes to the FBI than the University of Wisconsin-Milwaukee police did.",0,0,1,1,0,0,0,0,"Mixed","chris-abele"
"Obama Makes Huge Move to BAN Social Security Recipients From Owning Guns",0,0,1,1,0,0,0,0,"False","blog-posting"
"I never supported a state income tax for Texas.",0,0,0,1,0,0,0,0,"False","paul-sadler"
"Unlike virtually every other campaign, we dont have a super PAC.",0,0,0,0,0,0,1,0,"Mostly True","bernie-s"
"Within just a few years, immigration as a share of national population is set to break all historical records.",1,0,0,0,0,0,0,0,"Mostly True","donald-trump"
"We have a system now where in 40 states, the highest-paid public employee is the state universitys head football or basketball coach.",0,0,0,1,1,0,0,0,"Mostly True","jim-moran"
"Because of violence spreading from Mexico, youve got bullets hitting the city hall in El Paso. Youve got bombs exploding in El Paso.",1,1,1,0,0,0,0,0,"Mixed","rick-perry"
"Decriminalizing marijuana will save the state anywhere from $4 (million) to $11 million dollars.",1,1,1,0,0,1,0,0,"False","john-g-edwards"
"Says there are concrete examples of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.",0,0,1,0,1,0,0,0,"True","lisa-moore"
"The Massachusetts health care plan is wildly unpopular among state residents.",0,1,0,0,0,0,1,0,"False","laura-ingraham"
"The IRS scandal clearly showed some criminal behavior.",0,0,0,1,0,1,0,0,"Mostly False","mike-rogers"
"TSA WILL ACCEPT DRIVERS PRIV CARDS FOR ID AT THE AIRPORT",1,0,0,0,0,0,0,0,"True","lars-larson"
"Forty percent of people in this country, illegally, are overstaying visas.",1,0,0,0,0,0,0,0,"Mostly True","marco-rubio"
"Says Lee Fisher wanted a $1.1 billion tax increase which could have driven countless jobs out of state.",0,0,0,1,0,0,0,0,"Mixed","american-crossroads"
"Says only about 250 Texans have been killed in action since 9/11.",0,0,0,0,0,0,0,1,"False","leticia-van-de-putte"
"Super Bowl L by everybodys estimation is a $500 million economic impact to the state of Florida.",0,0,0,1,0,0,0,0,"False","ron-book"
"The number of illegal immigrants in the United States is 30 million, it could be 34 million.",1,0,0,0,0,0,0,0,"False","donald-trump"
"You cannot build a little guy up by tearing a big guy down -- Abraham Lincoln said it.",0,0,0,1,0,0,0,0,"False","john-kasich"
"Last year, Beaverton School District had the highest number of homeless students ever recorded in Oregon.",0,0,0,0,1,0,0,0,"False","city-beaverton"
"The state budget has increased almost $800 million a year in each of the last two years.",0,0,0,1,0,0,0,0,"True","jeff-amason"
"Says in this next biennium, the cost of primary and secondary education is going to increase by more that $1000 per student. Half of that $1000 $500 per student is accounted for by the increased cost of PERS alone.",0,0,0,0,1,0,0,0,"True","john-kitzhaber"
"Says Hillary Clinton is the one that labeled African-American youth as superpredators.",0,0,1,0,0,0,0,0,"Mostly True","reince-priebus"
"The insurance companies are making that choice (to cancel or change policies), not the president.",0,1,1,0,0,0,0,0,"Mostly False","ezekiel-emanuel"
"Ezekiel Emanuel, one of President Obama's key health care advisers, says medical care should be reserved for the nondisabled. So watch out if you're disabled.",0,1,0,0,0,0,0,0,"False","michele-bachmann"
"Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.",0,0,0,0,0,0,0,1,"False","ben-carson"
"Says Mitt Romney, as governor of Massachusetts, put into place socialized medicine.",0,1,0,0,0,0,0,0,"False","michele-bachmann"
"The same federal government that offers some money for a program is walking away from another health care program.",0,1,0,0,0,0,0,0,"Mixed","rick-scott"
"I didnt try to push a bill to reduce lottery scholarship proceeds for students.",0,0,0,0,1,0,0,0,"False","dolores-gresham"
"Several times, Obama has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .",0,0,0,0,0,0,0,1,"False","mitt-romney"
"In 2000, I wrote about Osama bin Laden, Weve got to take him out.",0,0,0,0,0,0,0,1,"Mostly False","donald-trump"
"I ended up my time as governor with a general fund budget that was smaller than the one I started with.",0,0,0,1,0,0,0,0,"True","tim-kaine"
"A friends sister died from Obamacare becauseBlue Shield completely just pulled out of California.",0,1,0,0,0,0,0,0,"False","ann-coulter"
"Obamacare includes a $63 charge every American will begin paying (in 2013) as a way to cover some of the increased costs associated with providing health insurance to those with pre-existing conditions.",0,1,0,0,0,0,0,0,"Mostly False","jim-renacci"
"When the national debt reaches $15 trillion, it means that U.S. debt-to-GDP ratio will reach 99.7 percent of our debt and this is $47,900 for every living American.",0,0,0,1,0,0,0,0,"True","leonard-lance"
"Most Americans are ready to put it [marijuana prohibition] behind us and move on.",0,1,1,0,0,0,0,0,"True","mason-tvert"
"Obama tells Russia that hell turn over Americas defense system to them if re-elected.",0,0,0,0,0,0,0,1,"False","eric-johnson"
"The National Technical Information Service spends millions of taxpayer dollars to print and sell government documents that are available free in online searches.",0,0,0,1,0,0,0,0,"Mostly True","david-perdue"
